Jurisdiction,Year,Fuel,Unit,Quantity
WA,2015-16,Brown coal,GWh,
WA,2015-16,Geothermal,GWh,
WA,2015-16,Hydro,GWh,217.028
WA,2015-16,Large-scale solar PV,GWh,28.349
WA,2015-16,Natural gas,GWh,21899.573
WA,2015-16,Oil products,GWh,3347.388
WA,2015-16,Other,GWh,
WA,2015-16,Small-scale solar PV,GWh,760.766
WA,2015-16,Total,GWh,38736.801
WA,2015-16,Total non-renewable,GWh,36159.65
WA,2015-16,Total renewable,GWh,2577.151
WA,2015-16,Wind,GWh,1476.458
WA,2016-17,"Bagasse, wood",GWh,
WA,2016-17,Biogas,GWh,183.217
WA,2016-17,Black coal,GWh,11226.156
WA,2016-17,Brown coal,GWh,
WA,2016-17,Geothermal,GWh,
WA,2016-17,Hydro,GWh,212.622
WA,2016-17,Large-scale solar PV,GWh,34.261
WA,2016-17,Natural gas,GWh,22941.403
WA,2016-17,Oil products,GWh,2883.482
WA,2016-17,Other,GWh,
WA,2016-17,Small-scale solar PV,GWh,941.132
WA,2016-17,Total,GWh,40038.952
WA,2016-17,Total non-renewable,GWh,37051.041
WA,2016-17,Total renewable,GWh,2987.911
WA,2016-17,Wind,GWh,1616.678
WA,2017-18,"Bagasse, wood",GWh,
WA,2017-18,Biogas,GWh,141.107
WA,2017-18,Black coal,GWh,11031.872
WA,2017-18,Brown coal,GWh,
WA,2017-18,Geothermal,GWh,
WA,2017-18,Hydro,GWh,220.787
WA,2017-18,Large-scale solar PV,GWh,45.608
WA,2017-18,Natural gas,GWh,24789.093
WA,2017-18,Oil products,GWh,2166.514
WA,2017-18,Other,GWh,
WA,2017-18,Small-scale solar PV,GWh,1196.428
WA,2017-18,Total,GWh,41178.395
WA,2017-18,Total non-renewable,GWh,37987.48
WA,2017-18,Total renewable,GWh,3190.915
WA,2017-18,Wind,GWh,1586.985
WA,2018-19,"Bagasse, wood",GWh,
WA,2018-19,Biogas,GWh,131.335
WA,2018-19,Black coal,GWh,9953.96
WA,2018-19,Brown coal,GWh,
WA,2018-19,Geothermal,GWh,
WA,2018-19,Hydro,GWh,217.009
WA,2018-19,Large-scale solar PV,GWh,74.523
WA,2018-19,Natural gas,GWh,25778.314
WA,2018-19,Oil products,GWh,2417.855
WA,2018-19,Other,GWh,
WA,2018-19,Small-scale solar PV,GWh,1486.69
WA,2018-19,Total,GWh,41910.838
WA,2018-19,Total non-renewable,GWh,38150.129
WA,2018-19,Total renewable,GWh,3760.709
WA,2018-19,Wind,GWh,1851.152
WA,2019-20,"Bagasse, wood",GWh,
WA,2019-20,Biogas,GWh,112.444
WA,2019-20,Black coal,GWh,9725.243
WA,2019-20,Brown coal,GWh,
WA,2019-20,Geothermal,GWh,
WA,2019-20,Hydro,GWh,205.525
WA,2019-20,Large-scale solar PV,GWh,174.72
WA,2019-20,Natural gas,GWh,26918.551
WA,2019-20,Oil products,GWh,2301.722
WA,2019-20,Other,GWh,
WA,2019-20,Small-scale solar PV,GWh,1835.292
WA,2019-20,Total,GWh,43396.038
WA,2019-20,Total non-renewable,GWh,38945.516
WA,2019-20,Total renewable,GWh,4450.522
WA,2019-20,Wind,GWh,2122.54
WA,2020-21,"Bagasse, wood",GWh,
WA,2020-21,Biogas,GWh,110.794
WA,2020-21,Black coal,GWh,9212.413
WA,2020-21,Brown coal,GWh,
WA,2020-21,Geothermal,GWh,
WA,2020-21,Hydro,GWh,127.962
WA,2020-21,Large-scale solar PV,GWh,486.59
WA,2020-21,Natural gas,GWh,25680.333
WA,2020-21,Oil products,GWh,2458.258
WA,2020-21,Other,GWh,
WA,2020-21,Small-scale solar PV,GWh,2298.474
WA,2020-21,Total,GWh,43515.282
WA,2020-21,Total non-renewable,GWh,37351.004
WA,2020-21,Total renewable,GWh,6164.277
WA,2020-21,Wind,GWh,3140.458
WA,2021-22,"Bagasse, wood",GWh,
WA,2021-22,Biogas,GWh,119.25
WA,2021-22,Black coal,GWh,9656.465
WA,2021-22,Brown coal,GWh,
WA,2021-22,Geothermal,GWh,
WA,2021-22,Hydro,GWh,76.475
WA,2021-22,Large-scale solar PV,GWh,745.489
WA,2021-22,Natural gas,GWh,25314.166
WA,2021-22,Oil products,GWh,2197.608
WA,2021-22,Other,GWh,
WA,2021-22,Small-scale solar PV,GWh,2763.104
WA,2021-22,Total,GWh,44549.284
WA,2021-22,Total non-renewable,GWh,37168.239
WA,2021-22,Total renewable,GWh,7381.045
WA,2021-22,Wind,GWh,3676.727
